kota,bahanpokok,tahun,bulan,stok
kab_magelang,cabaibesar,2024,10,6553.069257
kab_magelang,cabairawit,2024,10,6338.428184
kab_magelang,dagingsapi,2024,10,0
kab_magelang,dagingayamras,2024,10,1837.333333
kab_magelang,telur,2024,10,2326.071429
kab_magelang,gulapasir,2024,10,36000
kab_magelang,minyakgoreng,2024,10,25906.34921
kab_pati,beras,2024,10,69312.03142
kab_pati,jagung,2024,10,204640.1059
kab_pati,kedelai,2024,10,68642.02776
kab_pati,bawangmerah,2024,10,10288.10609
kab_pati,bawangputih,2024,10,2975.981395
kab_pati,cabaibesar,2024,10,1613.560732
kab_pati,cabairawit,2024,10,1992.606667
kab_pati,dagingsapi,2024,10,885
kab_pati,dagingayamras,2024,10,3150
kab_pati,telur,2024,10,2964.688172
kab_pati,gulapasir,2024,10,156677.6988
kab_pati,minyakgoreng,2024,10,150101.9072
kab_pekalongan,beras,2024,10,262219.0578
kab_pekalongan,jagung,2024,10,550
kab_pekalongan,kedelai,2024,10,91172.14286
kab_pekalongan,bawangmerah,2024,10,3509.183851
kab_pekalongan,bawangputih,2024,10,7930.72
kab_pekalongan,cabaibesar,2024,10,89.2125
kab_pekalongan,cabairawit,2024,10,847.45
kab_pekalongan,dagingsapi,2024,10,3030.461538
kab_pekalongan,dagingayamras,2024,10,5638.914894
kab_pekalongan,telur,2024,10,3339.600798
kab_pekalongan,gulapasir,2024,10,62285.02994
kab_pekalongan,minyakgoreng,2024,10,238384.6359
kab_pemalang,beras,2024,10,23183.75
kab_pemalang,jagung,2024,10,141176
kab_pemalang,kedelai,2024,10,9533.529412
kab_pemalang,bawangmerah,2024,10,174.4
kab_pemalang,bawangputih,2024,10,1052.306773
kab_pemalang,cabaibesar,2024,10,17975.74675
kab_pemalang,cabairawit,2024,10,225
kab_pemalang,dagingsapi,2024,10,NULL
kab_pemalang,dagingayamras,2024,10,NULL
kab_pemalang,telur,2024,10,6756.54606
kab_pemalang,gulapasir,2024,10,98
kab_pemalang,minyakgoreng,2024,10,277.5
kab_purbalingga,beras,2024,10,546.7804945
kab_purbalingga,jagung,2024,10,0
kab_purbalingga,kedelai,2024,10,803.0230086
kab_purbalingga,bawangmerah,2024,10,424.5
kab_purbalingga,bawangputih,2024,10,501.6
kab_purbalingga,cabaibesar,2024,10,2253.535714
kab_purbalingga,cabairawit,2024,10,754.2884615
kab_purbalingga,dagingsapi,2024,10,1172.571429
kab_purbalingga,dagingayamras,2024,10,2305.882353
kab_purbalingga,telur,2024,10,258.2278481
kab_purbalingga,gulapasir,2024,10,933.2431594
kab_purbalingga,minyakgoreng,2024,10,496222.4517
kab_purworejo,beras,2024,10,87967.72881
kab_purworejo,jagung,2024,10,2513.777778
kab_purworejo,kedelai,2024,10,30010
kab_purworejo,bawangmerah,2024,10,1629.890777
kab_purworejo,bawangputih,2024,10,2975.555556
kab_purworejo,cabaibesar,2024,10,57510
kab_purworejo,cabairawit,2024,10,1646.714286
kab_purworejo,dagingsapi,2024,10,0
kab_purworejo,dagingayamras,2024,10,0
kab_purworejo,telur,2024,10,6161.637363
kab_purworejo,gulapasir,2024,10,2732.153234
kab_purworejo,minyakgoreng,2024,10,28878.78857
kab_rembang,beras,2024,10,422748.4179
kab_rembang,jagung,2024,10,42488.88254
kab_rembang,kedelai,2024,10,19865.85714
kab_rembang,bawangmerah,2024,10,539.9209486
kab_rembang,bawangputih,2024,10,1934.845815
kab_rembang,cabaibesar,2024,10,979.3516068
kab_rembang,cabairawit,2024,10,1104
kab_rembang,dagingsapi,2024,10,691.25
kab_rembang,dagingayamras,2024,10,5430.308571
kab_rembang,telur,2024,10,1162.454545
kab_rembang,gulapasir,2024,10,79947.2368
kab_rembang,minyakgoreng,2024,10,17392.65643
kab_sragen,beras,2024,10,966003.557
kab_sragen,jagung,2024,10,NULL
kab_sragen,kedelai,2024,10,227375
kab_sragen,bawangmerah,2024,10,282.6352941
kab_sragen,bawangputih,2024,10,642.3076923
kab_sragen,cabaibesar,2024,10,0
kab_sragen,cabairawit,2024,10,0
kab_sragen,dagingsapi,2024,10,1950
kab_sragen,dagingayamras,2024,10,1905.263158
kab_sragen,telur,2024,10,1797.603687
kab_sragen,gulapasir,2024,10,66865.48976
kab_sragen,minyakgoreng,2024,10,1142924.934
kab_semarang,beras,2024,10,40437.48062
kab_semarang,jagung,2024,10,40057.14286
kab_semarang,kedelai,2024,10,71278.85714
kab_semarang,bawangmerah,2024,10,9757
kab_semarang,bawangputih,2024,10,9147.0625
kab_semarang,cabaibesar,2024,10,4799.191038
kab_semarang,cabairawit,2024,10,715.3205357
kab_semarang,dagingsapi,2024,10,5615.454545
kab_semarang,dagingayamras,2024,10,23290.5
kab_semarang,telur,2024,10,88830
kab_semarang,gulapasir,2024,10,10837.5
kab_semarang,minyakgoreng,2024,10,9439.964789
kab_sukoharjo,beras,2024,10,1172114.81
kab_sukoharjo,jagung,2024,10,1500
kab_sukoharjo,kedelai,2024,10,14325.29412
kab_sukoharjo,bawangmerah,2024,10,117
kab_sukoharjo,bawangputih,2024,10,139.7666667
kab_sukoharjo,cabaibesar,2024,10,282
kab_sukoharjo,cabairawit,2024,10,306
kab_sukoharjo,dagingsapi,2024,10,6796.019108
kab_sukoharjo,dagingayamras,2024,10,125824.5034
kab_sukoharjo,telur,2024,10,1695.874263
kab_sukoharjo,gulapasir,2024,10,56223.99863
kab_sukoharjo,minyakgoreng,2024,10,149165.651
kab_temanggung,beras,2024,10,191821.5385
kab_temanggung,jagung,2024,10,3230
kab_temanggung,kedelai,2024,10,1650
kab_temanggung,bawangmerah,2024,10,9425.839171
kab_temanggung,bawangputih,2024,10,11358.38536
kab_temanggung,cabaibesar,2024,10,4737.535014
kab_temanggung,cabairawit,2024,10,2443.662162
kab_temanggung,dagingsapi,2024,10,2237.162162
kab_temanggung,dagingayamras,2024,10,2323.809524
kab_temanggung,telur,2024,10,2430.850688
kab_temanggung,gulapasir,2024,10,9196.785714
kab_temanggung,minyakgoreng,2024,10,8774.570791
kab_tegal,beras,2024,10,7367714.004
kab_tegal,jagung,2024,10,162022.3448
kab_tegal,kedelai,2024,10,31307.39953
kab_tegal,bawangmerah,2024,10,2323.836364
kab_tegal,bawangputih,2024,10,50952.30533
kab_tegal,cabaibesar,2024,10,196.875
kab_tegal,cabairawit,2024,10,219.1764706
kab_tegal,dagingsapi,2024,10,820
kab_tegal,dagingayamras,2024,10,287510.7143
kab_tegal,telur,2024,10,8987.252964
kab_tegal,gulapasir,2024,10,238750.7954
kab_tegal,minyakgoreng,2024,10,2419540.096
kab_wonogiri,beras,2024,10,62946.09375
kab_wonogiri,jagung,2024,10,100
kab_wonogiri,kedelai,2024,10,20400
kab_wonogiri,bawangmerah,2024,10,6994.166667
kab_wonogiri,bawangputih,2024,10,12015
kab_wonogiri,cabaibesar,2024,10,100.625
kab_wonogiri,cabairawit,2024,10,126
kab_wonogiri,dagingsapi,2024,10,140
kab_wonogiri,dagingayamras,2024,10,185
kab_wonogiri,telur,2024,10,601.25
kab_wonogiri,gulapasir,2024,10,73350.06061
kab_wonogiri,minyakgoreng,2024,10,145865.4979
kab_wonosobo,beras,2024,10,76030.61448
kab_wonosobo,jagung,2024,10,1050
kab_wonosobo,kedelai,2024,10,20000
kab_wonosobo,bawangmerah,2024,10,398.5597561
kab_wonosobo,bawangputih,2024,10,326.6747967
kab_wonosobo,cabaibesar,2024,10,0
kab_wonosobo,cabairawit,2024,10,3558.333333
kab_wonosobo,dagingsapi,2024,10,0
kab_wonosobo,dagingayamras,2024,10,3127.272727
kab_wonosobo,telur,2024,10,1088.79386
kab_wonosobo,gulapasir,2024,10,22655.60315
kab_wonosobo,minyakgoreng,2024,10,20311.5
kota_magelang,beras,2024,10,43786.32911
kota_magelang,jagung,2024,10,501.25
kota_magelang,kedelai,2024,10,9708.73
kota_magelang,bawangmerah,2024,10,1182
kota_magelang,bawangputih,2024,10,1222
kota_magelang,cabaibesar,2024,10,706
kota_magelang,cabairawit,2024,10,456
kota_magelang,dagingsapi,2024,10,193.2307692
kota_magelang,dagingayamras,2024,10,5139
kota_magelang,telur,2024,10,147.2
kota_magelang,gulapasir,2024,10,25039.37402
kota_magelang,minyakgoreng,2024,10,9477.984471
kota_pekalongan,beras,2024,10,39701.87636
kota_pekalongan,jagung,2024,10,NULL
kota_pekalongan,kedelai,2024,10,0
kota_pekalongan,bawangmerah,2024,10,1320
kota_pekalongan,bawangputih,2024,10,75
kota_pekalongan,cabaibesar,2024,10,60
kota_pekalongan,cabairawit,2024,10,45
kota_pekalongan,dagingsapi,2024,10,0
kota_pekalongan,dagingayamras,2024,10,0
kota_pekalongan,telur,2024,10,1115.692308
kota_pekalongan,gulapasir,2024,10,43249.74359
kota_pekalongan,minyakgoreng,2024,10,3666.292898
kota_surakarta,beras,2024,10,204494.5721
kota_surakarta,jagung,2024,10,10400
kota_surakarta,kedelai,2024,10,224962.4262
kota_surakarta,bawangmerah,2024,10,0
kota_surakarta,bawangputih,2024,10,59876.57619
kota_surakarta,cabaibesar,2024,10,18750
kota_surakarta,cabairawit,2024,10,18200
kota_surakarta,dagingsapi,2024,10,38191.30435
kota_surakarta,dagingayamras,2024,10,15000
kota_surakarta,telur,2024,10,91510.90047
kota_surakarta,gulapasir,2024,10,79994.87179
kota_surakarta,minyakgoreng,2024,10,130769.978
kota_salatiga,beras,2024,10,12816.92626
kota_salatiga,jagung,2024,10,9297.806631
kota_salatiga,kedelai,2024,10,24378.95191
kota_salatiga,bawangmerah,2024,10,1405.704978
kota_salatiga,bawangputih,2024,10,539.0780692
kota_salatiga,cabaibesar,2024,10,8642.482812
kota_salatiga,cabairawit,2024,10,22510.65809
kota_salatiga,dagingsapi,2024,10,20160.38182
kota_salatiga,dagingayamras,2024,10,31053.64509
kota_salatiga,telur,2024,10,7651.916763
kota_salatiga,gulapasir,2024,10,31268.04706
kota_salatiga,minyakgoreng,2024,10,1752.015635
kota_semarang,beras,2024,10,20641.5379
kota_semarang,jagung,2024,10,NULL
kota_semarang,kedelai,2024,10,0
kota_semarang,bawangmerah,2024,10,0
kota_semarang,bawangputih,2024,10,0
kota_semarang,cabaibesar,2024,10,0
kota_semarang,cabairawit,2024,10,0
kota_semarang,dagingsapi,2024,10,0
kota_semarang,dagingayamras,2024,10,0
kota_semarang,telur,2024,10,2383.573009
kota_semarang,gulapasir,2024,10,4712.359347
kota_semarang,minyakgoreng,2024,10,8949.633911
kota_tegal,beras,2024,10,678061.8853
kota_tegal,jagung,2024,10,306
kota_tegal,kedelai,2024,10,19502.4375
kota_tegal,bawangmerah,2024,10,43
kota_tegal,bawangputih,2024,10,6242.520695
kota_tegal,cabaibesar,2024,10,97.5
kota_tegal,cabairawit,2024,10,48.33333333
kota_tegal,dagingsapi,2024,10,19.375
kota_tegal,dagingayamras,2024,10,2.634920635
kota_tegal,telur,2024,10,1314.43299
kota_tegal,gulapasir,2024,10,123492.7757
kota_tegal,minyakgoreng,2024,10,18424.41816
kab_banjarnegara,beras,2024,11,42500
kab_banjarnegara,jagung,2024,11,1515
kab_banjarnegara,kedelai,2024,11,21000
kab_banjarnegara,bawangmerah,2024,11,500
kab_banjarnegara,bawangputih,2024,11,200
kab_banjarnegara,cabaibesar,2024,11,NULL
kab_banjarnegara,cabairawit,2024,11,NULL
kab_banjarnegara,dagingsapi,2024,11,3330
kab_banjarnegara,dagingayamras,2024,11,2140
kab_banjarnegara,telur,2024,11,704.9122807
kab_banjarnegara,gulapasir,2024,11,3000
kab_banjarnegara,minyakgoreng,2024,11,2622
kab_banyumas,beras,2024,11,41351.48752
kab_banyumas,jagung,2024,11,3000
kab_banyumas,kedelai,2024,11,1250
kab_banyumas,bawangmerah,2024,11,2078.769231
kab_banyumas,bawangputih,2024,11,5830.927507
kab_banyumas,cabaibesar,2024,11,1352.4
kab_banyumas,cabairawit,2024,11,1835.625
kab_banyumas,dagingsapi,2024,11,141.7142857
kab_banyumas,dagingayamras,2024,11,49703.16294
kab_banyumas,telur,2024,11,14989.72292
kab_banyumas,gulapasir,2024,11,18224.00343
kab_banyumas,minyakgoreng,2024,11,1595.514912
kab_batang,beras,2024,11,18619.04762
kab_batang,jagung,2024,11,5294.744318
kab_batang,kedelai,2024,11,57520.40441
kab_batang,bawangmerah,2024,11,231.4285714
kab_batang,bawangputih,2024,11,303.84
kab_batang,cabaibesar,2024,11,31.66666667
kab_batang,cabairawit,2024,11,45
kab_batang,dagingsapi,2024,11,276.8789809
kab_batang,dagingayamras,2024,11,248.8235294
kab_batang,telur,2024,11,1529.974026
kab_batang,gulapasir,2024,11,2710.588235
kab_batang,minyakgoreng,2024,11,7058.919214
kab_blora,beras,2024,11,917971.0445
kab_blora,jagung,2024,11,2833112.66
kab_blora,kedelai,2024,11,7916.658372
kab_blora,bawangmerah,2024,11,12.048
kab_blora,bawangputih,2024,11,15
kab_blora,cabaibesar,2024,11,0
kab_blora,cabairawit,2024,11,34.5
kab_blora,dagingsapi,2024,11,1973.116008
kab_blora,dagingayamras,2024,11,24.02962963
kab_blora,telur,2024,11,676.2865569
kab_blora,gulapasir,2024,11,53898.52423
kab_blora,minyakgoreng,2024,11,40513.01644
kab_boyolali,beras,2024,11,50697.77778
kab_boyolali,jagung,2024,11,15000
kab_boyolali,kedelai,2024,11,11961.50662
kab_boyolali,bawangmerah,2024,11,692.9947917
kab_boyolali,bawangputih,2024,11,364
kab_boyolali,cabaibesar,2024,11,592.1927711
kab_boyolali,cabairawit,2024,11,3152.081897
kab_boyolali,dagingsapi,2024,11,2933.4375
kab_boyolali,dagingayamras,2024,11,675324.8436
kab_boyolali,telur,2024,11,5900.651163
kab_boyolali,gulapasir,2024,11,2035.390947
kab_boyolali,minyakgoreng,2024,11,7587.949982
kab_brebes,beras,2024,11,68166.69231
kab_brebes,jagung,2024,11,96010.7483
kab_brebes,kedelai,2024,11,9200
kab_brebes,bawangmerah,2024,11,52056.38672
kab_brebes,bawangputih,2024,11,2158.5
kab_brebes,cabaibesar,2024,11,1005.1
kab_brebes,cabairawit,2024,11,644.1111111
kab_brebes,dagingsapi,2024,11,693.2432432
kab_brebes,dagingayamras,2024,11,2659.272727
kab_brebes,telur,2024,11,5064.444444
kab_brebes,gulapasir,2024,11,998.75
kab_brebes,minyakgoreng,2024,11,2071.62
kab_cilacap,beras,2024,11,351100.8323
kab_cilacap,jagung,2024,11,0
kab_cilacap,kedelai,2024,11,5120.326087
kab_cilacap,bawangmerah,2024,11,985.1576471
kab_cilacap,bawangputih,2024,11,8807.775959
kab_cilacap,cabaibesar,2024,11,565.5057692
kab_cilacap,cabairawit,2024,11,428.0210526
kab_cilacap,dagingsapi,2024,11,535
kab_cilacap,dagingayamras,2024,11,970
kab_cilacap,telur,2024,11,658
kab_cilacap,gulapasir,2024,11,4615.282609
kab_cilacap,minyakgoreng,2024,11,46959.50312
kab_demak,beras,2024,11,1044003.602
kab_demak,jagung,2024,11,109107.2131
kab_demak,kedelai,2024,11,0
kab_demak,bawangmerah,2024,11,9690.625
kab_demak,bawangputih,2024,11,2095
kab_demak,cabaibesar,2024,11,14851.28571
kab_demak,cabairawit,2024,11,NULL
kab_demak,dagingsapi,2024,11,0
kab_demak,dagingayamras,2024,11,909920
kab_demak,telur,2024,11,9765.432099
kab_demak,gulapasir,2024,11,9040.503145
kab_demak,minyakgoreng,2024,11,31418.3432
kab_grobogan,beras,2024,11,93890.64246
kab_grobogan,jagung,2024,11,79275
kab_grobogan,kedelai,2024,11,11590.40486
kab_grobogan,bawangmerah,2024,11,8569.814146
kab_grobogan,bawangputih,2024,11,2327.74359
kab_grobogan,cabaibesar,2024,11,1833.210714
kab_grobogan,cabairawit,2024,11,650.4472441
kab_grobogan,dagingsapi,2024,11,NULL
kab_grobogan,dagingayamras,2024,11,787.8
kab_grobogan,telur,2024,11,869.1469649
kab_grobogan,gulapasir,2024,11,49002.26675
kab_grobogan,minyakgoreng,2024,11,53799.75151
kab_jepara,beras,2024,11,151844.4065
kab_jepara,jagung,2024,11,25057.98385
kab_jepara,kedelai,2024,11,27619.70954
kab_jepara,bawangmerah,2024,11,12.3880597
kab_jepara,bawangputih,2024,11,12.20338983
kab_jepara,cabaibesar,2024,11,5.777777778
kab_jepara,cabairawit,2024,11,6.6
kab_jepara,dagingsapi,2024,11,352.0588235
kab_jepara,dagingayamras,2024,11,574.75
kab_jepara,telur,2024,11,7739.88764
kab_jepara,gulapasir,2024,11,6098.232044
kab_jepara,minyakgoreng,2024,11,8113.176923
kab_karanganyar,beras,2024,11,34369.19192
kab_karanganyar,jagung,2024,11,60010
kab_karanganyar,kedelai,2024,11,225030
kab_karanganyar,bawangmerah,2024,11,375.1006711
kab_karanganyar,bawangputih,2024,11,787.5
kab_karanganyar,cabaibesar,2024,11,90
kab_karanganyar,cabairawit,2024,11,100
kab_karanganyar,dagingsapi,2024,11,50
kab_karanganyar,dagingayamras,2024,11,500
kab_karanganyar,telur,2024,11,27677.42515
kab_karanganyar,gulapasir,2024,11,1815.402299
kab_karanganyar,minyakgoreng,2024,11,617.7777778
kab_kebumen,beras,2024,11,157583.9043
kab_kebumen,jagung,2024,11,25851.49701
kab_kebumen,kedelai,2024,11,35909.80114
kab_kebumen,bawangmerah,2024,11,2166.888889
kab_kebumen,bawangputih,2024,11,2214.12766
kab_kebumen,cabaibesar,2024,11,203.65625
kab_kebumen,cabairawit,2024,11,466.6315789
kab_kebumen,dagingsapi,2024,11,93.6
kab_kebumen,dagingayamras,2024,11,1530
kab_kebumen,telur,2024,11,14332.03784
kab_kebumen,gulapasir,2024,11,41793.05687
kab_kebumen,minyakgoreng,2024,11,128153.6087
kab_kendal,beras,2024,11,56250
kab_kendal,jagung,2024,11,40225.43478
kab_kendal,kedelai,2024,11,5350
kab_kendal,bawangmerah,2024,11,11049.66576
kab_kendal,bawangputih,2024,11,13894.61538
kab_kendal,cabaibesar,2024,11,545
kab_kendal,cabairawit,2024,11,687.6923077
kab_kendal,dagingsapi,2024,11,0
kab_kendal,dagingayamras,2024,11,0
kab_kendal,telur,2024,11,11621.34615
kab_kendal,gulapasir,2024,11,1989.565217
kab_kendal,minyakgoreng,2024,11,7512.813231
kab_klaten,beras,2024,11,862301.5655
kab_klaten,jagung,2024,11,1350
kab_klaten,kedelai,2024,11,4063.2
kab_klaten,bawangmerah,2024,11,1140
kab_klaten,bawangputih,2024,11,593
kab_klaten,cabaibesar,2024,11,159.25
kab_klaten,cabairawit,2024,11,608.0526316
kab_klaten,dagingsapi,2024,11,246.0459184
kab_klaten,dagingayamras,2024,11,121
kab_klaten,telur,2024,11,9677.263581
kab_klaten,gulapasir,2024,11,617.5
kab_klaten,minyakgoreng,2024,11,1546.111111
kab_kudus,beras,2024,11,574006.0449
kab_kudus,jagung,2024,11,218454.5455
kab_kudus,kedelai,2024,11,258000
kab_kudus,bawangmerah,2024,11,29600
kab_kudus,bawangputih,2024,11,25000
kab_kudus,cabaibesar,2024,11,100
kab_kudus,cabairawit,2024,11,1316
kab_kudus,dagingsapi,2024,11,9224.352941
kab_kudus,dagingayamras,2024,11,998.4615385
kab_kudus,telur,2024,11,1053.561321
kab_kudus,gulapasir,2024,11,201635.1351
kab_kudus,minyakgoreng,2024,11,257161.1327
